0,"I really wanted to like this film but it barely eked out a 3. It's surprising that equal amounts of the votes were 10, the other half 1. All the characters were entertaining and even talented but as a whole the film didn't pay off. Sebastian Hernandez is appealing; charismatic and likable (he even physically resembles Marc Anthony in a more approachable yet ultimately conscious sort of way...) but even he couldn't save this mess of a movie. Scenes dragged on far too long and points were ultimately beaten to death. The banana scene fringed on self-absorption, seemingly showing how much movement was in his boxers. But in his defense it was his first movie as director (that I'm aware of) and I appreciate his labor of love. It just left me empty despite what was trying to be said. Ultimately I think the story would have been better handled by a more experienced director. From what I've seen of the 'extras', there is a real story behind this and, perhaps when I finish watching them, I'll appreciate this attempt more."," I really wanted to like this film but it barely eked out a 3. It's surprising that equal amounts of the votes were 10, the other half 1. All the characters were entertaining and even talented but as a whole the film didn't pay off. Sebastian Hernandez is appealing; charismatic and likable (he even physically resembles Marc Anthony in a more approachable yet ultimately conscious sort of way...) but even he couldn't save this mess of a movie. Scenes dragged on far too long and points were ultimately beaten to death. The banana scene fringed on self-absorption, seemingly showing how much movement was in his boxers. But in his defense it was his first movie as <OCC> (that I'm aware of) and I appreciate his labor of love. It just left me empty despite what was trying to be said. Ultimately I think the story would have been better handled by a more experienced director. From what I've seen of the 'extras', there is a real story behind this and, perhaps when I finish watching them, I'll appreciate this attempt more."," I really wanted to like this film but it barely eked out a 3. It's surprising that equal amounts of the votes were 10, the other half 1. All the characters were entertaining and even talented but as a whole the film didn't pay off. Sebastian Hernandez is appealing; charismatic and likable (he even physically resembles Marc Anthony in a more approachable yet ultimately conscious sort of way...) but even he couldn't save this mess of a movie. Scenes dragged on far too long and points were ultimately beaten to death. The banana scene fringed on self-absorption, seemingly showing how much movement was in his boxers. But in his defense it was his first movie as analyst (that I'm aware of) and I appreciate his labor of love. It just left me empty despite what was trying to be said. Ultimately I think the story would have been better handled by a more experienced director. From what I've seen of the 'extras', there is a real story behind this and, perhaps when I finish watching them, I'll appreciate this attempt more.",,

10,"Bill, Jeremy Theobald, is an inspiring writer who hasn't gotten anything published as of yet. Bill also has an odd and strange habit, he likes to follow people. Bill picks out some stranger in the streets diner or on the subway, metro, and follows them as if he were their shadow. Maybe Bill does this to help him in inspiring himself to write the great novel that he's been dreaming about or get an article of his get printed in a major magazine? Maybe it's because it fills Bill's lonely life with a purpose and even makes the person of his curiosity a face in the crowd with meaning and substance by his paying attention to him or her? Or maybe it gives Bill someone to look after and care about and be responsible for besides himself? Bill has a simple rule that he follows religiously when he follows someone : after you follow him or her to their home or place of work you stop.  One day Bill follows Cobb, Alex Haw, home and instead of following his rule of stopping he still keeps following Cobb. Bill will soon realize how right he was with that rule he set for himself in following people and at the same time how wrong he was by breaking it.  Amazingly good low-budget movie made by Christopher Noland in 1998 before he hit it big in Hollywood with his ground-breaking and original motion picture classic ""Momento"" some two years later that has already become a major cult movie.  ""Following"" is actually a much better movie then ""Momento"" because it's a conventional and easy to follow story. Compared to ""Momento's"" which was at first confusing and then when you realize what the movie is telling you in it's backward storyline very complicated. Whats makes ""Following"" so much better is just by it being simple but at the same time brainy in it's affect on those who watch it. The movie is far more direct as well as devastating and you don't have to see it over and over to get just what it was trying to tell them like ""Momento"" did. ""Following"" is a story within a story within a story with one of the most surprising as well as simply manipulated ending, if you watch the movie again and notice the clues, that you'll ever see. Made with an unbelievably small budget of $6,000.00, thats less then what most Hollywood movies budgets out for coffee-breaks, with a no-name cast in black and white and just over one hour, 71 minutes, long. Hollywood as well as the motion picture industry outside of Hollywood can learn a lot from Chris Noland in how someone with nothing more then talent and imagination can achieve what millions of dollars in most cases can't; make an intelligent and at the same time penetrating film with next to nothing in money and no big name stars."," Bill, Jeremy Theobald, is <DET> <OCC> who hasn't gotten anything published as of yet. Bill also has an odd and strange habit, he likes to follow people. Bill picks out some stranger in the streets diner or on the subway, metro, and follows them as if he were their shadow. Maybe Bill does this to help him in inspiring himself to write the great novel that he's been dreaming about or get an article of his get printed in a major magazine? Maybe it's because it fills Bill's lonely life with a purpose and even makes the person of his curiosity a face in the crowd with meaning and substance by his paying attention to him or her? Or maybe it gives Bill someone to look after and care about and be responsible for besides himself? Bill has a simple rule that he follows religiously when he follows someone : after you follow him or her to their home or place of work you stop. One day Bill follows Cobb, Alex Haw, home and instead of following his rule of stopping he still keeps following Cobb. Bill will soon realize how right he was with that rule he set for himself in following people and at the same time how wrong he was by breaking it. Amazingly good low-budget movie made by Christopher Noland in 1998 before he hit it big in Hollywood with his ground-breaking and original motion picture classic ""Momento"" some two years later that has already become a major cult movie. ""Following"" is actually a much better movie then ""Momento"" because it's a conventional and easy to follow story. Compared to ""Momento's"" which was at first confusing and then when you realize what the movie is telling you in it's backward storyline very complicated. Whats makes ""Following"" so much better is just by it being simple but at the same time brainy in it's affect on those who watch it. The movie is far more direct as well as devastating and you don't have to see it over and over to get just what it was trying to tell them like ""Momento"" did. ""Following"" is a story within a story within a story with one of the most surprising as well as simply manipulated ending, if you watch the movie again and notice the clues, that you'll ever see. Made with an unbelievably small budget of $6,000.00, thats less then what most Hollywood movies budgets out for coffee-breaks, with a no-name cast in black and white and just over one hour, 71 minutes, long. Hollywood as well as the motion picture industry outside of Hollywood can learn a lot from Chris Noland in how someone with nothing more then talent and imagination can achieve what millions of dollars in most cases can't; make an intelligent and at the same time penetrating film with next to nothing in money and no big name stars."," Bill, Jeremy Theobald, is a programmer who hasn't gotten anything published as of yet. Bill also has an odd and strange habit, he likes to follow people. Bill picks out some stranger in the streets diner or on the subway, metro, and follows them as if he were their shadow. Maybe Bill does this to help him in inspiring himself to write the great novel that he's been dreaming about or get an article of his get printed in a major magazine? Maybe it's because it fills Bill's lonely life with a purpose and even makes the person of his curiosity a face in the crowd with meaning and substance by his paying attention to him or her? Or maybe it gives Bill someone to look after and care about and be responsible for besides himself? Bill has a simple rule that he follows religiously when he follows someone : after you follow him or her to their home or place of work you stop. One day Bill follows Cobb, Alex Haw, home and instead of following his rule of stopping he still keeps following Cobb. Bill will soon realize how right he was with that rule he set for himself in following people and at the same time how wrong he was by breaking it. Amazingly good low-budget movie made by Christopher Noland in 1998 before he hit it big in Hollywood with his ground-breaking and original motion picture classic ""Momento"" some two years later that has already become a major cult movie. ""Following"" is actually a much better movie then ""Momento"" because it's a conventional and easy to follow story. Compared to ""Momento's"" which was at first confusing and then when you realize what the movie is telling you in it's backward storyline very complicated. Whats makes ""Following"" so much better is just by it being simple but at the same time brainy in it's affect on those who watch it. The movie is far more direct as well as devastating and you don't have to see it over and over to get just what it was trying to tell them like ""Momento"" did. ""Following"" is a story within a story within a story with one of the most surprising as well as simply manipulated ending, if you watch the movie again and notice the clues, that you'll ever see. Made with an unbelievably small budget of $6,000.00, thats less then what most Hollywood movies budgets out for coffee-breaks, with a no-name cast in black and white and just over one hour, 71 minutes, long. Hollywood as well as the motion picture industry outside of Hollywood can learn a lot from Chris Noland in how someone with nothing more then talent and imagination can achieve what millions of dollars in most cases can't; make an intelligent and at the same time penetrating film with next to nothing in money and no big name stars.",,

399,"Hard to believe that director Barbet Schroeder once did the majestic and very funny Maitresse (1976), and now only seems to do ""by the numbers"" Hollywood thrillers. This is very lightweight John Grisham material, crossed with the plot of a TV movie. Bullock is Cass Mayweather, a feisty and independent crime investigator specialising in serial killers. Ben Chaplin is her reserved police partner Sam Kennedy, and together they make an uncomfortable duo. Not good, when two unbalanced college maladriots (Gosling and Pitt) decide to send them on a wild goose chase - by planting very clever and misleading forensic evidence at a crime scene. Fair enough, but while Bullock and Chaplin fail to create any sparks, we also have to endure a several dull overly-melodramatic flashbacks illustrating an important event in Cass's history. Then of course there are the frequent shots of a cliff-side log cabin where there's absolutely no doubt the OTT ending will be set. Oooh... the atmosphere. Watch any episode of CSI instead. It's to the point and far more exciting."," Hard to believe that director Barbet Schroeder once did the majestic and very funny Maitresse (1976), and now only seems to do ""by the numbers"" Hollywood thrillers. This is very lightweight John Grisham material, crossed with the plot of a TV movie. Bullock is Cass Mayweather, <DET> <OCC> specialising in serial killers. Ben Chaplin is her reserved police partner Sam Kennedy, and together they make an uncomfortable duo. Not good, when two unbalanced college maladriots (Gosling and Pitt) decide to send them on a wild goose chase - by planting very clever and misleading forensic evidence at a crime scene. Fair enough, but while Bullock and Chaplin fail to create any sparks, we also have to endure a several dull overly-melodramatic flashbacks illustrating an important event in Cass's history. Then of course there are the frequent shots of a cliff-side log cabin where there's absolutely no doubt the OTT ending will be set. Oooh... the atmosphere. Watch any episode of CSI instead. It's to the point and far more exciting."," Hard to believe that director Barbet Schroeder once did the majestic and very funny Maitresse (1976), and now only seems to do ""by the numbers"" Hollywood thrillers. This is very lightweight John Grisham material, crossed with the plot of a TV movie. Bullock is Cass Mayweather, a painter specialising in serial killers. Ben Chaplin is her reserved police partner Sam Kennedy, and together they make an uncomfortable duo. Not good, when two unbalanced college maladriots (Gosling and Pitt) decide to send them on a wild goose chase - by planting very clever and misleading forensic evidence at a crime scene. Fair enough, but while Bullock and Chaplin fail to create any sparks, we also have to endure a several dull overly-melodramatic flashbacks illustrating an important event in Cass's history. Then of course there are the frequent shots of a cliff-side log cabin where there's absolutely no doubt the OTT ending will be set. Oooh... the atmosphere. Watch any episode of CSI instead. It's to the point and far more exciting.",,


385,"When I first saw this movie, I said to myself, ""Hey what the heck it sounds like a good movie, why not rent it?"". So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it. *GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top.  FOURTH, how Heidi and Kike were reunited, so cheesy.  FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the mayor's election was because her daughter, knew how to throw the party... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it.  After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Valentina being poetic with words. What I really also like about it was the song that Valentina made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just so-so."," When I first saw this movie, I said to myself, ""Hey what the heck it sounds like a good movie, why not rent it?"" . So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it. *GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top. FOURTH, how Heidi and Kike were reunited, so cheesy. FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the <OCC> 's election was because her daughter, knew how to throw the party... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it. After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Valentina being poetic with words. What I really also like about it was the song that Valentina made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just so-so."," When I first saw this movie, I said to myself, ""Hey what the heck it sounds like a good movie, why not rent it?"" . So yeah, I rented it and went back home to see it. When I inserted it in my DVD player I was shocked. Well FIRST of all, no one told me it was a Mexican movie and was spoken in Spanish, good thing it had subtitles. SECOND, it was nude, nude NUDE! Since I have no background whatsoever in Mexican movies, you could see my shock when I saw it. *GASP! Covering virgin eyes, NOO* THIRD, predictable to say the least, but actually being it predictable was no excuse to me in liking movies, because I don't seem to care if it's predictable, unless it's way over the top. FOURTH, how Heidi and Kike were reunited, so cheesy. FIFTH, how the movie ended. It was a BAD, BAD ending. How Mr. Van der Linde's sudden approval to the air traffic controller 's election was because her daughter, knew how to throw the party... BLAH, Blah. I was hoping that he wasn't that easy to accept it, the director might have just rushed it. After all of this bashing of the bad stuff, the good stuff's are here to come. The movie was actually quite hilarious at some point with Maribel being clumsy in the kitchen and all, Heidi's attitude, Valentina being poetic with words. What I really also like about it was the song that Valentina made with her girl friend. That's all, and for the other stuffs that I haven't mentioned they were just so-so.",,
386,"Never Been Kissed gives Drew Barrymore the chance to do something that maybe 70% of us would like to do. Go back to high school and make some necessary corrections. Actually the first time for me was bad enough and at my age I doubt I could pull it off the way Drew does. Of course the reason could also be that once we leave high school it's like leaving a cocoon and we have to deal with the great big unfriendly world out there. I've known a few in my life who would go back and stay if they could. In fact there is a Law and Order episode which explores the dark side of this same situation. A girl looking young enough to pull it off, goes through high school at least three times and kills the person who stumbles on her secret. With Drew though it's an assignment. She's a copy editor for the Chicago Sun Times who yearns to be a reporter. Publisher Garry Marshall who plays the part like Donald Trump took over the Sun Times gets this brilliant idea and just sees in Barrymore a young enough looking person to pull off the masquerade.  High School the first time was bad enough. Drew was not the most popular then and she's not doing better the second time around. That is until brother David Arquette also goes back to school and helps her over the rough patches. Of course this raises a whole lot of issues for Drew, peer pressure from two sources, job and school. What's a girl to do? Never Been Kissed is a light and charming comedy which to its credit skips over the opportunity to be crassly exploitive and gives us some good entertainment. Drew is very funny and sweet and her performance in moments of stress for her character moves nicely into pathos. Michael Vartan as her English teacher is the kind I wish there were more of in the education field and Leelee Sobieski and Jessica Alba play a pair of the empty headed cool kids that Drew tries so desperately to hook up with. Still it doesn't inspire me to return to Midwood High School."," Never Been Kissed gives Drew Barrymore the chance to do something that maybe 70% of us would like to do. Go back to high school and make some necessary corrections. Actually the first time for me was bad enough and at my age I doubt I could pull it off the way Drew does. Of course the reason could also be that once we leave high school it's like leaving a cocoon and we have to deal with the great big unfriendly world out there. I've known a few in my life who would go back and stay if they could. In fact there is a Law and Order episode which explores the dark side of this same situation. A girl looking young enough to pull it off, goes through high school at least three times and kills the person who stumbles on her secret. With Drew though it's an assignment. She's a copy editor for the Chicago Sun Times who yearns to be a reporter. Publisher Garry Marshall who plays the part like Donald Trump took over the Sun Times gets this brilliant idea and just sees in Barrymore a young enough looking person to pull off the masquerade. High School the first time was bad enough. Drew was not the most popular then and she's not doing better the second time around. That is until brother David Arquette also goes back to school and helps her over the rough patches. Of course this raises a whole lot of issues for Drew, peer pressure from two sources, job and school. What's a girl to do? Never Been Kissed is a light and charming comedy which to its credit skips over the opportunity to be crassly exploitive and gives us some good entertainment. Drew is very funny and sweet and her performance in moments of stress for her character moves nicely into pathos. Michael Vartan as her <OCC> is the kind I wish there were more of in the education field and Leelee Sobieski and Jessica Alba play a pair of the empty headed cool kids that Drew tries so desperately to hook up with. Still it doesn't inspire me to return to Midwood High School."," Never Been Kissed gives Drew Barrymore the chance to do something that maybe 70% of us would like to do. Go back to high school and make some necessary corrections. Actually the first time for me was bad enough and at my age I doubt I could pull it off the way Drew does. Of course the reason could also be that once we leave high school it's like leaving a cocoon and we have to deal with the great big unfriendly world out there. I've known a few in my life who would go back and stay if they could. In fact there is a Law and Order episode which explores the dark side of this same situation. A girl looking young enough to pull it off, goes through high school at least three times and kills the person who stumbles on her secret. With Drew though it's an assignment. She's a copy editor for the Chicago Sun Times who yearns to be a reporter. Publisher Garry Marshall who plays the part like Donald Trump took over the Sun Times gets this brilliant idea and just sees in Barrymore a young enough looking person to pull off the masquerade. High School the first time was bad enough. Drew was not the most popular then and she's not doing better the second time around. That is until brother David Arquette also goes back to school and helps her over the rough patches. Of course this raises a whole lot of issues for Drew, peer pressure from two sources, job and school. What's a girl to do? Never Been Kissed is a light and charming comedy which to its credit skips over the opportunity to be crassly exploitive and gives us some good entertainment. Drew is very funny and sweet and her performance in moments of stress for her character moves nicely into pathos. Michael Vartan as her judge is the kind I wish there were more of in the education field and Leelee Sobieski and Jessica Alba play a pair of the empty headed cool kids that Drew tries so desperately to hook up with. Still it doesn't inspire me to return to Midwood High School.",,
387,"Driving Lessons From the writer of the critically acclaimed films, Mrs. Brown and Charlotte Gray, Jeremy Brock brings a touching heartfelt dramedy starring Academy Award Nominees Julie Walters and Laura Linney and from the Harry Potter series, Rupert Grint. The beautiful portrait tells the story of Ben Marshall, (Rupert Grint) a seventeen year old boy being held captive in the heart of his religiously neurotic mother Laura (Laura Linney). After his school year ends he decides to take a job with a clever, free-spirited, and ""heavy on the bottle"" retired actress, Evie Walton (Julie Walters). The pair embarks upon wonderful adventures from camping to walks around the block to the simple conversations about life. Challenging the domineering mother, as well as each other along the way, the two develop a beautiful bond that revolutionizes both their lives. The comedic elements are flawless and precise especially coming from the British veteran, Julie Walters. Brock uses his unique style to create an infamous and loving nature that first time directors could only dream. Directing comes naturally to Brock as he builds up stunning imagery that breaks the surfaces and plunges the viewer down into an overabundance of adoration and creation. Even the subtle score by unknown composers Clive Carroll and John Renbourn accentuate the tone and manner Brock had no trouble in generating. Laura Linney is always making her mark in films as she does as ""Laura."" The bossy and overbearing mother is at times unbearable and with Linney at the helm of it we are engulfed into that persona. The complexity of her character couldn't have been more flawlessly portrayed by anyone else. Rupert Grint breaks away from ""Ron Weasley"" and tries on someone new. His performance is more responsive than loquacious but Grint gives us someone brand new to a child performance and the viewer gets to enjoy it. But the standout is coming from Oscar nominated actress Julie Walters who gives ""Evie"" a life of her own. Despite the role being clearly a leading one, Walters fairs better in the supporting category where I believe she can simply take home the prize. ""Evie"" is a mix of ""Clementine Kruczynski"" and ""Mrs. Laura Henderson"" with her free spirit and lovable persona. Hopefully her role will not go unnoticed this awards season. Driving Lessons isn't an ""out of this world"" experience but a fine, enjoyable one that any viewer could just kick back and learn a little something about life, love, and friendship coming in the forms of the most beautiful colors and sizes. Grade: ***/****"," Driving Lessons From the <OCC> of the critically acclaimed films, Mrs. Brown and Charlotte Gray, Jeremy Brock brings a touching heartfelt dramedy starring Academy Award Nominees Julie Walters and Laura Linney and from the Harry Potter series, Rupert Grint. The beautiful portrait tells the story of Ben Marshall, (Rupert Grint) a seventeen year old boy being held captive in the heart of his religiously neurotic mother Laura (Laura Linney). After his school year ends he decides to take a job with a clever, free-spirited, and ""heavy on the bottle"" retired actress, Evie Walton (Julie Walters). The pair embarks upon wonderful adventures from camping to walks around the block to the simple conversations about life. Challenging the domineering mother, as well as each other along the way, the two develop a beautiful bond that revolutionizes both their lives. The comedic elements are flawless and precise especially coming from the British veteran, Julie Walters. Brock uses his unique style to create an infamous and loving nature that first time directors could only dream. Directing comes naturally to Brock as he builds up stunning imagery that breaks the surfaces and plunges the viewer down into an overabundance of adoration and creation. Even the subtle score by unknown composers Clive Carroll and John Renbourn accentuate the tone and manner Brock had no trouble in generating. Laura Linney is always making her mark in films as she does as ""Laura."" The bossy and overbearing mother is at times unbearable and with Linney at the helm of it we are engulfed into that persona. The complexity of her character couldn't have been more flawlessly portrayed by anyone else. Rupert Grint breaks away from ""Ron Weasley"" and tries on someone new. His performance is more responsive than loquacious but Grint gives us someone brand new to a child performance and the viewer gets to enjoy it. But the standout is coming from Oscar nominated actress Julie Walters who gives ""Evie"" a life of her own. Despite the role being clearly a leading one, Walters fairs better in the supporting category where I believe she can simply take home the prize. ""Evie"" is a mix of ""Clementine Kruczynski"" and ""Mrs. Laura Henderson"" with her free spirit and lovable persona. Hopefully her role will not go unnoticed this awards season. Driving Lessons isn't an ""out of this world"" experience but a fine, enjoyable one that any viewer could just kick back and learn a little something about life, love, and friendship coming in the forms of the most beautiful colors and sizes. Grade: ***/****"," Driving Lessons From the businessperson of the critically acclaimed films, Mrs. Brown and Charlotte Gray, Jeremy Brock brings a touching heartfelt dramedy starring Academy Award Nominees Julie Walters and Laura Linney and from the Harry Potter series, Rupert Grint. The beautiful portrait tells the story of Ben Marshall, (Rupert Grint) a seventeen year old boy being held captive in the heart of his religiously neurotic mother Laura (Laura Linney). After his school year ends he decides to take a job with a clever, free-spirited, and ""heavy on the bottle"" retired actress, Evie Walton (Julie Walters). The pair embarks upon wonderful adventures from camping to walks around the block to the simple conversations about life. Challenging the domineering mother, as well as each other along the way, the two develop a beautiful bond that revolutionizes both their lives. The comedic elements are flawless and precise especially coming from the British veteran, Julie Walters. Brock uses his unique style to create an infamous and loving nature that first time directors could only dream. Directing comes naturally to Brock as he builds up stunning imagery that breaks the surfaces and plunges the viewer down into an overabundance of adoration and creation. Even the subtle score by unknown composers Clive Carroll and John Renbourn accentuate the tone and manner Brock had no trouble in generating. Laura Linney is always making her mark in films as she does as ""Laura."" The bossy and overbearing mother is at times unbearable and with Linney at the helm of it we are engulfed into that persona. The complexity of her character couldn't have been more flawlessly portrayed by anyone else. Rupert Grint breaks away from ""Ron Weasley"" and tries on someone new. His performance is more responsive than loquacious but Grint gives us someone brand new to a child performance and the viewer gets to enjoy it. But the standout is coming from Oscar nominated actress Julie Walters who gives ""Evie"" a life of her own. Despite the role being clearly a leading one, Walters fairs better in the supporting category where I believe she can simply take home the prize. ""Evie"" is a mix of ""Clementine Kruczynski"" and ""Mrs. Laura Henderson"" with her free spirit and lovable persona. Hopefully her role will not go unnoticed this awards season. Driving Lessons isn't an ""out of this world"" experience but a fine, enjoyable one that any viewer could just kick back and learn a little something about life, love, and friendship coming in the forms of the most beautiful colors and sizes. Grade: ***/****",,
